Year,Contract Duration.MV,Age,G,G.Ln,G.Sqr,PA,PA.Ln,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,TB.Sqr,GDP,HBP,SH,SH.Sqr,SF,IBB,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,WAA.Sqr,Rrep,RAR,WAR,WAR.Stdz,WAR.Sqr,WAR.Exp,oWAR,dWAR,oRAR,Traded,FA,Ama,Outs,Outs.Sqr,Outs.Ln,RC,RC/G,AIR,BAbip,lgBA,lgOBP,lgSLG,lgOPS,OWn%,BtRuns,BtWins,TotA,SecA,ISO,PwrSpd,HR%,SO%,BB%,XBH%,IP%,LD%,Plays,Plays.Sqr,Plays.Ln,WPA,aLI,WPA/LI,Clutch,RE24,REW,boLI,PHlev,Yrs,cumulG,cumulPA,cumulPA.Ln,cumulAB,cumulAB.Ln,cumulR,cumulR.Ln,cumulH,cumulH.Ln,cumul2B,cumul2B.Ln,cumul3B,cumulHR,cumulRBI,cumulRBI.Ln,cumulSB,cumulCS,cumulBB,cumulSO,cumulBA,cumulOBP,cumulSLG,cumulSLG.Ln,cumulOPS,cumulOPS+,cumulOPS.Ln,cumulTB,cumulTB.Ln,cumulGDP,cumulHBP,cumulSH,cumulSH.Sqr,cumulSF,cumulIBB,First Year,League,Next WAR,Status.Eq.Agreed,Status.Eq.FA,Status.Eq.Signed,Status.Eq.Signed (A),Status.Eq.Signed (B),New Contract,Inferred Contract,Multiyear Contract,New Multiyear,Born,2B_po,BB_po,HR_po,IBB_po,3B_po,HBP_po,Championships,Wins,TB_po,AB_po,G_po,H_po,Losses,R_po,RBI_po,CS_po,GDP_po,PA_po,SH_po,SO_po,SB_po,SF_po,BA_po,OBP_po,SLG_po,OPS_po,Finish.Num,DS,LCS,WS,Champion,Payroll,Payroll.Ln,Switch.Eq.True,SalaryADJ.Ln
2008,1,31,109,4.691347882,11881,374,5.924255797,333,52,101,21,0,6,50,5,6,19,68,0.303303303,0.357723577,0.42042042,0.778143998,98.56188092,140,19600,3,12,5,25,5,1,-1,0,1,-2,0,-2,-0.3,0.09,12,10,0.9,-0.329338105,0.81,2.459603111,1.1,-0.2,12,0,1,0,251,63001,5.525452939,51,5.4,114,0.359848485,0.275,0.348,0.439,0.788,0.548,-0.2,0,0.705394191,0.171171171,0.117117117,5.454545455,0.016042781,0.181818182,0.050802139,0.072192513,0.705882353,0.2,390,152100,5.966146739,0.7,1.05,0.3,0.4,8.3,0.8,1.02,1.28,6,719,2676,7.892078421,2416,7.789868559,371,5.916202063,686,6.530877628,135,4.905274778,14,48,284,5.648974238,33,22,138,452,0.284,0.344,0.411,-0.889162064,0.756,95,4.553876892,993,6.900730664,54,92,17,289,13,9,2003,0,0.7,0,0,0,0,0,1,0,0,0,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,128050191.3,18.66793286,0,14.17653135
2008,1,29,110,4.700480366,12100,353,5.866468057,324,38,80,22,1,7,40,1,3,22,64,0.24691358,0.295977011,0.385802469,0.681779481,76.93754138,125,15625,5,1,5,25,1,0,-8,-1,0,-2,2,-9,-0.8,0.64,13,4,0.5,-0.538295437,0.25,1.648721271,0.6,0.1,7,1,0,0,258,66564,5.552959585,36,3.7,109,0.287401575,0.273,0.341,0.428,0.77,0.372,-11.9,-1.1,0.579365079,0.200617284,0.138888889,1.75,0.019830028,0.181303116,0.062322946,0.084985836,0.719546742,0.18,359,128881,5.883322388,-0.2,0.89,-0.8,0.5,-0.5,0,0.9,0.59,8,986,3748,8.228977643,3438,8.142645186,432,6.068425588,870,6.768493212,181,5.198497031,35,111,459,6.12905021,35,34,194,666,0.253,0.295,0.423,-0.8603831,0.718,80,4.382026635,1454,7.282073658,64,25,56,3136,35,6,2001,1,3.5,0,0,0,0,0,1,0,0,0,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,82875249,18.23284701,1,15.41824448
2008,1,25,146,4.983606622,21316,582,6.366470448,506,75,127,29,1,26,68,1,0,61,102,0.250988142,0.340206186,0.466403162,0.806609348,107.9413445,236,55696,13,10,0,0,5,1,8,-2,-2,-17,3,-10,-1.2,1.44,18,8,0.6,-0.486056104,0.36,1.8221188,2.3,-1.5,25,1,0,0,397,157609,5.983936281,82,5.5,110,0.263707572,0.27,0.342,0.43,0.772,0.556,5.9,0.6,0.785714286,0.337944664,0.21541502,1.925925926,0.04467354,0.175257732,0.104810997,0.096219931,0.658075601,0.2,589,346921,6.378426184,1.1,1.04,1.3,-0.2,4.7,0.4,0.95,1.33,4,471,1843,7.519149958,1625,7.393263095,226,5.420534999,433,6.070737728,103,4.634728988,3,66,247,5.509388337,18,4,161,326,0.266,0.346,0.455,-0.78745786,0.801,104,4.644390899,740,6.606650186,35,40,0,0,9,10,2005,0,0,0,0,0,0,0,1,0,0,1,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,80195345.99,18.19997604,0,13.11565939
2008,0,32,48,3.871201011,2304,143,4.96284463,131,17,39,8,0,0,10,6,4,8,18,0.297709924,0.340425532,0.358778626,0.699204158,82.97651897,47,2209,3,1,2,4,1,0,-3,-1,0,-3,0,-7,-0.7,0.49,4,-2,-0.3,-0.956210102,0.09,0.740818221,0,-0.3,1,0,1,0,102,10404,4.624972813,15,3.9,110,0.342105263,0.27,0.342,0.43,0.772,0.402,-3.1,-0.3,0.585858586,0.13740458,0.061068702,0,0,0.125874126,0.055944056,0.055944056,0.797202797,0.2,156,24336,5.049856007,0.1,0.85,-0.3,0.5,-1.4,-0.1,0.94,1.24,7,553,2171,7.68294317,1895,7.546974118,295,5.686975356,515,6.244166901,98,4.584967479,17,22,117,4.762173935,142,48,211,327,0.272,0.357,0.376,-0.978166136,0.733,91,4.510859507,713,6.56948142,30,42,20,400,2,1,2002,0,-0.4,0,0,0,0,0,1,0,0,0,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,72706338.17,18.10193912,1,15.01277938
2008,2,34,113,4.727387819,12769,402,5.996452089,347,60,96,13,4,1,36,7,3,34,65,0.276657061,0.354591837,0.345821326,0.700413162,89.41480859,120,14400,2,9,10,100,2,0,0,2,3,2,3,9,1.1,1.21,15,24,2.5,0.506491225,6.25,12.18249396,2.3,0.5,22,1,0,0,268,71824,5.590986981,47,4.7,104,0.335689046,0.266,0.333,0.417,0.751,0.474,-4.3,-0.4,0.65234375,0.178674352,0.069164265,1.75,0.002487562,0.161691542,0.084577114,0.044776119,0.7039801,0.23,424,179776,6.049733455,0.6,0.97,0.6,0,9.5,0.9,0.98,2.13,7,693,2157,7.676473646,1856,7.526178913,316,5.755742214,506,6.226536669,82,4.406719247,17,10,148,4.997212274,37,24,207,292,0.273,0.351,0.351,-1.046969056,0.702,82,4.406719247,652,6.480044562,30,25,53,2809,16,4,2002,1,2.1,0,0,0,0,0,1,0,1,0,1974,0,1,0,0,0,0,0,2,0,2,4,0,1,0,0,0,0,3,0,0,0,0,0,0.333333333,0,0.333333333,3,0,0,0,0,85445611.41,18.26339061,0,14.67963493
2008,1,28,59,4.077537444,3481,183,5.209486153,168,16,38,6,0,2,12,0,0,6,34,0.226190476,0.269662921,0.297619048,0.567281969,51.18975491,50,2500,5,4,5,25,0,0,-9,-1,0,3,3,-4,-0.5,0.25,6,2,0.1,-0.74725277,0.01,1.105170918,-0.2,0.6,-1,1,0,0,140,19600,4.941642423,13,2.5,105,0.272727273,0.264,0.335,0.421,0.756,0.225,-12.2,-1.2,0.444444444,0.107142857,0.071428571,0,0.010928962,0.18579235,0.032786885,0.043715847,0.721311475,0.08,184,33856,5.214935758,-0.4,0.76,-0.6,0.1,-10,-1,0.93,0,6,152,421,6.042632834,391,5.96870756,34,3.526360525,90,4.49980967,14,2.63905733,0,5,35,3.555348061,0,2,16,82,0.23,0.271,0.304,-1.190727578,0.575,52,3.951243719,119,4.779123493,17,6,7,49,1,3,2003,0,0.5,0,0,0,0,0,1,0,0,0,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,96222707.95,18.38217594,0,13.01029888
2008,1,30,111,4.709530201,12321,429,6.061456919,386,50,110,22,1,23,58,4,6,32,69,0.284974093,0.34965035,0.525906736,0.875557085,129.2917033,203,41209,9,8,0,0,3,1,15,-1,0,-4,0,10,0.9,0.81,13,23,2.2,0.349773225,4.84,9.025013499,2.6,-0.4,27,1,0,0,294,86436,5.683579767,68,6.2,105,0.292929293,0.264,0.335,0.421,0.756,0.606,15.7,1.5,0.828178694,0.31865285,0.240932642,6.814814815,0.053613054,0.160839161,0.074592075,0.107226107,0.692307692,0.13,443,196249,6.09356977,0,0.96,1.2,-1.2,8,0.8,0.95,1.1,7,784,2995,8.004699511,2715,7.906547232,350,5.857933154,734,6.598509029,163,5.093750201,11,110,384,5.950642553,32,18,218,534,0.27,0.33,0.46,-0.776528789,0.79,106,4.663439094,1249,7.13009851,73,36,4,16,22,12,2002,0,-1,0,0,0,0,0,1,1,0,1,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,72706338.17,18.10193912,1,15.38434293
2008,1,30,89,4.48863637,7921,242,5.488937726,216,30,53,14,3,0,22,7,3,18,42,0.24537037,0.302521008,0.337962963,0.640483971,71.89342376,73,5329,5,1,4,16,3,1,-8,-1,1,-9,-1,-19,-1.8,3.24,9,-10,-0.9,-1.269646101,0.81,0.40656966,-0.1,-0.9,-1,1,0,0,178,31684,5.18178355,22,3.3,104,0.299435028,0.266,0.333,0.417,0.751,0.323,-8.5,-0.8,0.561403509,0.194444444,0.092592593,0,0,0.173553719,0.074380165,0.070247934,0.731404959,0.21,255,65025,5.541263545,0,1.02,-1,1,-9.4,-0.9,0.97,1.57,7,366,1091,6.994849986,946,6.852242569,139,4.934473933,262,5.568344504,49,3.891820298,15,7,102,4.624972813,28,14,109,177,0.277,0.358,0.383,-0.95972029,0.74,95,4.553876892,362,5.891644212,26,13,17,289,6,1,2002,1,0.2,0,0,0,0,0,1,1,0,0,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,73264736.73,18.10958997,1,13.91416709
2008,1,29,84,4.430816799,7056,317,5.758901774,306,29,78,22,0,12,41,7,0,7,82,0.254901961,0.277602524,0.444444444,0.722046968,89.94552276,136,18496,6,3,0,0,1,2,-6,0,1,-2,2,-5,-0.4,0.16,12,6,0.7,-0.433816771,0.49,2.013752707,0.9,0,8,0,1,0,235,55225,5.459585514,37,4.2,104,0.309859155,0.266,0.333,0.417,0.751,0.426,-5.8,-0.6,0.653846154,0.235294118,0.189542484,8.842105263,0.03785489,0.258675079,0.022082019,0.107255521,0.67192429,0.17,327,106929,5.789960171,-0.8,0.95,-0.3,-0.6,-7.2,-0.7,0.96,2.13,7,640,2215,7.703007682,2092,7.645875825,239,5.476463552,505,6.224558429,110,4.700480366,13,73,265,5.579729826,32,17,79,557,0.241,0.275,0.411,-0.889162064,0.686,78,4.356708827,860,6.756932389,43,22,12,144,10,12,2002,1,1.4,0,0,1,0,0,1,0,0,0,1979,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,63021631,17.95898857,0,14.63200688
2008,0,32,122,4.804021045,14884,418,6.035481433,388,46,106,18,1,3,37,3,4,23,39,0.273195876,0.316546763,0.347938144,0.664484907,78.49749178,135,18225,12,3,1,1,3,4,-12,-1,0,-3,-7,-23,-2.2,4.84,16,-7,-0.7,-1.165167435,0.49,0.496585304,-0.4,-0.9,-4,1,0,0,302,91204,5.710427017,40,3.5,104,0.29512894,0.266,0.333,0.417,0.751,0.35,-12.1,-1.2,0.536912752,0.131443299,0.074742268,3,0.007177033,0.093301435,0.055023923,0.052631579,0.83492823,0.21,433,187489,6.070737728,-1.8,0.94,-1.3,-0.5,-10.7,-1,0.92,0.64,7,483,1304,7.173191742,1202,7.091742115,143,4.96284463,345,5.843544417,67,4.204692619,7,22,162,5.087596335,11,9,73,156,0.287,0.328,0.409,-0.894040123,0.737,92,4.521788577,492,6.198478716,41,8,5,25,16,7,2002,1,0.5,0,0,0,0,0,1,0,0,0,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,23600043,16.97675909,1,14.17653135
2008,1,24,159,5.068904202,25281,694,6.542471961,588,86,162,30,2,34,102,3,2,84,134,0.275510204,0.371757925,0.506802721,0.878560646,130.4537576,298,88804,12,12,0,0,10,19,24,-5,-1,-12,-9,-4,-0.6,0.36,22,18,1.5,-0.015902106,2.25,4.48168907,2.8,-2.3,30,0,0,1,450,202500,6.109247583,114,6.8,106,0.297674419,0.265,0.336,0.423,0.759,0.645,28.4,2.7,0.897727273,0.37585034,0.231292517,5.513513514,0.048991354,0.193083573,0.121037464,0.095100865,0.619596542,0.17,705,497025,6.558197803,2.9,1.02,2.6,0.3,27.5,2.6,0.95,0,4,513,2085,7.642524134,1789,7.489412084,279,5.631211782,498,6.210600077,104,4.644390899,5,114,312,5.743003188,12,6,235,397,0.278,0.37,0.533,-0.629233855,0.903,131,4.875197323,954,6.860663671,38,38,0,0,23,45,2005,0,6.3,0,0,0,0,0,1,0,0,1,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,87574373.92,18.28799898,0,13.51368952
2008,4,37,38,3.63758616,1444,137,4.919980926,129,14,37,6,0,0,12,0,0,5,11,0.286821705,0.321167883,0.333333333,0.654501217,77.54486987,43,1849,5,2,0,0,1,0,-4,-1,-1,-2,1,-6,-0.6,0.36,5,-1,-0.1,-0.851731436,0.01,0.904837418,0.1,0,1,0,1,0,98,9604,4.584967479,13,3.6,102,0.31092437,0.263,0.331,0.414,0.744,0.352,-4,-0.4,0.515463918,0.085271318,0.046511628,0,0,0.080291971,0.03649635,0.04379562,0.868613139,0.2,138,19044,4.927253685,-1.6,0.96,-0.9,-0.8,-5.5,-0.5,0.89,5.57,11,697,2288,7.735433352,2066,7.63336965,192,5.257495372,604,6.403574198,108,4.682131227,2,13,231,5.442417711,1,2,132,226,0.292,0.348,0.365,-1.007857925,0.713,90,4.49980967,755,6.626717749,73,52,21,441,17,22,1998,1,-0.9,0,0,0,0,0,1,1,1,0,1971,0,1,0,0,0,0,1,2,0,1,2,0,0,1,0,0,0,2,0,0,0,0,0,0.5,0,0.5,2,0,0,0,0,61601252.81,17.93619277,0,13.86287379
2008,0,31,110,4.700480366,12100,384,5.950642553,335,30,86,10,0,9,38,0,0,42,53,0.256716418,0.339473684,0.367164179,0.706637863,87.83387693,123,15129,11,1,4,16,2,9,-6,-2,0,-6,6,-7,-0.8,0.64,12,5,0.3,-0.642774104,0.09,1.349858808,1,0,11,1,0,0,266,70756,5.583496309,41,4.1,106,0.28,0.265,0.336,0.423,0.759,0.422,-5.5,-0.5,0.638461538,0.235820896,0.110447761,0,0.0234375,0.138020833,0.109375,0.049479167,0.716145833,0.24,384,147456,5.950642553,-0.6,0.9,-0.1,-0.5,-6.2,-0.6,0.96,3.42,9,867,2992,8.003697339,2656,7.884576511,236,5.463831805,672,6.510258341,143,4.96284463,8,56,332,5.805134969,4,8,278,430,0.253,0.325,0.376,-0.978166136,0.701,83,4.418840608,999,6.906754779,78,16,20,400,22,62,2000,0,0.2,0,0,0,0,0,1,0,0,0,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,149092432.8,18.82007703,0,15.50340229
2008,3,29,148,4.997212274,21904,598,6.393590754,481,77,111,19,0,33,77,0,0,111,197,0.230769231,0.37458194,0.476091476,0.850673416,130.3216831,229,52441,7,2,0,0,4,3,23,0,0,-11,-9,3,0.5,0.25,22,26,2.7,0.610969891,7.29,14.87973172,3.7,-1.9,37,0,0,0,381,145161,5.942799375,94,6.6,100,0.305882353,0.261,0.328,0.41,0.738,0.628,25,2.4,0.907161804,0.476091476,0.245322245,0,0.055183946,0.329431438,0.185618729,0.086956522,0.426421405,0.22,608,369664,6.410174882,2.2,1.03,2.9,-0.8,26.8,2.6,0.95,1.61,7,342,1274,7.149916836,1020,6.927557906,154,5.036952602,244,5.497168225,46,3.828641396,1,64,178,5.18178355,0,3,239,420,0.239,0.382,0.475,-0.744440475,0.857,130,4.86753445,484,6.182084907,16,4,0,0,11,5,2002,1,1,0,0,0,0,0,1,1,1,0,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,51900430.33,17.76483764,0,13.02256897
2008,1,27,116,4.753590191,13456,465,6.142037406,431,71,137,34,0,15,69,2,2,23,55,0.317865429,0.356989247,0.501160093,0.85814934,126.4916222,216,46656,10,6,0,0,5,4,15,0,1,-1,7,21,1.9,3.61,14,35,3.3,0.92440589,10.89,27.11263892,3.4,0.5,36,0,0,1,311,96721,5.739792912,75,6.5,104,0.333333333,0.263,0.334,0.419,0.752,0.624,16.8,1.6,0.800653595,0.236658933,0.183294664,3.529411765,0.032258065,0.11827957,0.049462366,0.105376344,0.787096774,0.22,474,224676,6.161207322,2.2,1.07,1.5,0.6,26.5,2.6,0.94,1.48,4,335,1179,7.072421901,1063,6.968850378,144,4.9698133,296,5.690359454,75,4.317488114,3,36,153,5.030437921,5,5,71,204,0.278,0.341,0.456,-0.785262469,0.797,108,4.682131227,485,6.184148891,23,34,2,4,9,8,2005,0,1.4,0,0,0,0,0,1,0,0,1,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,52682345.21,17.77979095,0,13.02743516
2008,2,30,71,4.262679877,5041,192,5.257495372,165,32,46,1,0,0,9,14,3,25,29,0.278787879,0.376963351,0.284848485,0.661811836,82.85678614,47,2209,1,1,1,1,0,1,0,1,1,3,0,5,0.6,0.36,7,12,1.3,-0.120380772,1.69,3.669296668,1,0.4,9,0,0,1,124,15376,4.820281566,22,4.8,102,0.338235294,0.263,0.331,0.413,0.744,0.48,-2.9,-0.3,0.682926829,0.224242424,0.006060606,0,0,0.151041667,0.130208333,0.005208333,0.708333333,0.18,215,46225,5.370638028,0.2,0.95,0.3,-0.1,4,0.4,0.92,0.45,7,540,1389,7.236339343,1255,7.134890852,191,5.252273428,330,5.799092654,46,3.828641396,6,6,98,4.584967479,71,16,104,231,0.263,0.322,0.324,-1.127011763,0.645,74,4.304065093,406,6.00635316,24,8,16,256,6,2,2002,1,-0.5,0,0,0,0,0,1,0,1,1,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,63021631,17.95898857,1,13.91416709
2008,0,34,155,5.043425117,24025,667,6.502790046,598,84,183,38,2,10,64,25,2,59,88,0.306020067,0.363363363,0.426421405,0.789784768,105.414366,255,65025,6,0,1,1,9,6,7,5,5,11,-6,22,2,4,21,42,4,1.290081221,16,54.59815003,2.9,0.4,31,1,0,0,433,187489,6.070737728,101,6.3,110,0.339882122,0.27,0.342,0.43,0.772,0.61,6.5,0.6,0.796690307,0.257525084,0.120401338,14.28571429,0.014992504,0.131934033,0.088455772,0.074962519,0.763118441,0.2,699,488601,6.549650742,1.5,1.02,1.6,-0.1,15.2,1.4,0.91,1.4,11,1452,6048,8.707482918,5443,8.602085658,775,6.652863029,1569,7.358193753,326,5.786897381,52,104,586,6.37331979,193,82,458,880,0.288,0.347,0.425,-0.85566611,0.771,102,4.624972813,2311,7.74543561,87,51,53,2809,43,20,1998,0,1.3,0,0,0,0,0,1,0,0,0,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,82875249,18.23284701,0,16.09740542
2008,1,34,61,4.110873864,3721,189,5.241747015,164,17,35,8,1,4,21,0,0,15,20,0.213414634,0.295698925,0.347560976,0.6432599,70.17134763,57,3249,6,5,3,9,2,1,-8,-1,0,0,3,-7,-0.8,0.64,6,-1,-0.2,-0.903970769,0.04,0.818730753,-0.2,0.2,-1,0,1,0,140,19600,4.941642423,17,3.3,106,0.218309859,0.265,0.336,0.423,0.759,0.322,-7.1,-0.7,0.57037037,0.225609756,0.134146341,0,0.021164021,0.105820106,0.079365079,0.068783069,0.751322751,0.15,190,36100,5.247024072,-0.7,0.99,-0.5,-0.1,-8.6,-0.8,1.01,2.45,10,842,2928,7.982074875,2559,7.847371836,294,5.683579767,592,6.383506635,144,4.9698133,7,92,337,5.82008293,13,11,229,731,0.231,0.317,0.401,-0.913793852,0.718,85,4.442651256,1026,6.933423026,68,102,20,400,18,39,1999,0,0.1,0,0,1,0,0,1,0,0,0,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,107793653.8,18.49572934,0,13.75164816
2008,0,28,120,4.787491743,14400,463,6.137727054,413,65,109,21,2,25,71,2,1,42,100,0.263922518,0.336933045,0.506053269,0.842986314,119.9120346,209,43681,8,5,0,0,3,3,11,0,0,-5,1,7,0.6,0.36,14,21,2,0.245294559,4,7.389056099,2.5,-0.4,26,0,1,0,316,99856,5.755742214,71,6,106,0.288659794,0.265,0.336,0.423,0.759,0.594,10.8,1,0.821086262,0.346246973,0.242130751,3.703703704,0.05399568,0.215982721,0.090712743,0.103671706,0.628509719,0.2,472,222784,6.156978986,1,1.06,2,-1.1,6,0.6,1.01,1.68,6,222,749,6.618738984,672,6.510258341,105,4.65396035,176,5.170483995,30,3.401197382,4,38,119,4.779123493,3,1,61,170,0.262,0.325,0.488,-0.717439873,0.813,110,4.700480366,328,5.793013608,12,5,4,16,7,3,2003,0,0.4,0,0,0,0,0,1,0,0,0,1980,0,0,0,0,0,0,0,1,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,107793653.8,18.49572934,0,13.80880657
2008,0,30,133,4.890349128,17689,432,6.068425588,381,59,94,21,1,20,60,10,3,47,88,0.24671916,0.333333333,0.464566929,0.797900262,108.7386655,177,31329,13,3,0,0,1,4,3,1,-1,0,-6,-3,-0.1,0.01,16,13,1.4,-0.068141439,1.96,4.055199967,1.4,-0.5,13,0,1,0,304,92416,5.717027701,58,5.1,106,0.270072993,0.269,0.337,0.423,0.76,0.513,4.1,0.4,0.772277228,0.359580052,0.217847769,13.33333333,0.046296296,0.203703704,0.108796296,0.097222222,0.634259259,0.21,451,203401,6.11146734,-0.5,0.97,-0.2,-0.3,-2.8,-0.3,0.96,1.68,7,903,3297,8.100768243,2906,7.974532844,445,6.098074282,739,6.605297921,187,5.231108617,16,105,399,5.988961417,60,20,346,693,0.254,0.335,0.438,-0.825536369,0.774,100,4.605170186,1273,7.149131599,73,21,0,0,24,20,2002,1,0.4,0,0,1,0,0,1,0,0,0,1978,0,0,0,0,0,0,1,3,0,2,3,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,1,1,1,1,0,226226266.3,19.23704623,1,13.69102354
2008,1,28,95,4.553876892,9025,381,5.942799375,344,54,95,24,0,6,41,2,4,23,63,0.276162791,0.328912467,0.398255814,0.727168281,91.75044916,137,18769,5,6,4,16,4,2,-3,-2,0,3,5,4,0.5,0.25,14,18,1.9,0.193055226,3.61,6.685894442,1.5,0.9,15,1,0,0,266,70756,5.583496309,45,4.5,106,0.318996416,0.269,0.337,0.423,0.76,0.459,-3.8,-0.4,0.635658915,0.183139535,0.122093023,3,0.015748031,0.165354331,0.060367454,0.078740157,0.732283465,0.22,393,154449,5.973809612,-1.1,1.03,-0.7,-0.4,-6.7,-0.6,1,3.58,6,374,1349,7.207118856,1225,7.110696123,184,5.214935758,312,5.743003188,72,4.276666119,5,25,134,4.8978398,11,8,84,273,0.255,0.306,0.383,-0.95972029,0.689,79,4.369447852,469,6.150602768,23,13,14,196,13,3,2003,1,1.5,0,0,0,0,0,1,0,0,0,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,148975382.1,18.81929163,1,14.38417072
2008,0,27,65,4.17438727,4225,281,5.638354669,258,37,74,19,1,12,38,1,0,19,40,0.286821705,0.338078292,0.507751938,0.84583023,120.355887,131,17161,10,2,0,0,2,3,5,-2,-1,-1,-1,-2,-0.1,0.01,10,9,0.9,-0.329338105,0.81,2.459603111,1,-0.2,10,0,0,1,196,38416,5.278114659,42,5.7,106,0.298076923,0.269,0.337,0.423,0.76,0.566,6.9,0.6,0.788659794,0.298449612,0.220930233,1.846153846,0.042704626,0.142348754,0.067615658,0.113879004,0.740213523,0.24,285,81225,5.65248918,1.1,1,0.5,0.6,-1.8,-0.2,1,0,7,787,3364,8.120886021,3042,8.020270473,437,6.079933195,835,6.727431725,174,5.159055299,13,127,469,6.150602768,11,6,281,597,0.274,0.337,0.465,-0.765717873,0.802,104,4.644390899,1416,7.255591274,80,16,2,4,23,20,2002,1,0,0,0,0,0,0,1,0,0,0,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,73264736.73,18.10958997,0,15.70592656
2008,1,30,122,4.804021045,14884,462,6.135564891,403,70,120,28,4,10,53,7,2,46,62,0.297766749,0.380434783,0.461538462,0.841973244,121.9994069,186,34596,10,9,2,4,2,3,16,2,0,1,-2,16,1.8,3.24,17,34,3.5,1.028884556,12.25,33.11545196,3.3,0,33,0,1,0,299,89401,5.700443573,72,6.4,106,0.33033033,0.269,0.337,0.423,0.76,0.617,14.1,1.3,0.833898305,0.290322581,0.163771712,8.235294118,0.021645022,0.134199134,0.0995671,0.090909091,0.720779221,0.23,483,233289,6.180016654,-0.7,1.05,0.9,-1.5,7.8,0.7,1.01,2.56,7,639,2370,7.770645234,2119,7.658699558,314,5.749392986,589,6.378426184,111,4.709530201,21,40,246,5.505331536,33,14,183,417,0.278,0.343,0.407,-0.898942094,0.75,97,4.574710979,862,6.759255271,48,36,14,196,18,12,2002,1,2.2,0,0,0,0,0,1,0,0,0,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,73264736.73,18.10958997,0,14.50195375
2008,0,33,84,4.430816799,7056,207,5.332718793,186,21,39,8,0,1,18,3,1,10,25,0.209677419,0.255,0.268817204,0.523817204,41.58245887,50,2500,3,2,7,49,2,0,-16,-1,0,1,3,-13,-1.2,1.44,8,-5,-0.5,-1.060688768,0.25,0.60653066,-0.6,0.4,-6,0,0,0,160,25600,5.075173815,13,2.2,103,0.234567901,0.264,0.332,0.415,0.747,0.18,-15.5,-1.5,0.42384106,0.123655914,0.059139785,1.5,0.004830918,0.120772947,0.048309179,0.043478261,0.782608696,0.14,213,45369,5.361292166,-0.9,0.98,-1.5,0.6,-15.9,-1.5,0.97,0.06,10,664,1706,7.441906728,1562,7.35372233,182,5.204006687,369,5.910796644,67,4.204692619,11,9,121,4.795790546,29,10,74,241,0.236,0.276,0.31,-1.171182982,0.587,56,4.025351691,485,6.184148891,33,16,43,1849,11,0,1999,1,0.4,0,0,0,0,0,1,0,0,0,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,105812999.8,18.47718394,0,14.55602097
